Timestamp,Region,Country,Channel Name,Logo,Channel Page,Satellite,Position,Frequency,System,SRFEC,Encryption,Packages,Lang.,BeamEIRP (dBW),Source,error,Empty 0
"20150102195325","Pacific","New Zealand","","","","","","","","","","","","","","",""
"20150102195325","Pacific","New Zealand","Prime Lower North Island","http://web.archive.org/web/20141219081808/http://www.lyngsat-logo.com/tvchannel/nz/Prime-TV.html","http://web.archive.org/web/20141219081808/http://www.lyngsat.com/tvchannels/nz/Prime-Lower-North-Island.html","Optus D1","160.0�E","12707 H","DVB-S MPEG-2","22500 3/4","","","E","NZB","S Jepson C Sutton 130913","",""
"20150102195325","Pacific","New Zealand","Prime South Island","http://web.archive.org/web/20141219081808/http://www.lyngsat-logo.com/tvchannel/nz/Prime-TV.html","http://web.archive.org/web/20141219081808/http://www.lyngsat.com/tvchannels/nz/Prime-South-Island.html","","","","","","","","","","","",""
"20150102195325","Pacific","New Zealand","Prime Upper North Island","http://web.archive.org/web/20141219081808/http://www.lyngsat-logo.com/tvchannel/nz/Prime-TV.html","http://web.archive.org/web/20141219081808/http://www.lyngsat.com/tvchannels/nz/Prime-Upper-North-Island.html","Optus D1","160.0�E","12707 H","DVB-S MPEG-2","22500 3/4","","","E","NZB","S Jepson C Sutton 130913","",""
"20150102195325","Pacific","New Zealand","Shine TV","http://web.archive.org/web/20141219081808/http://www.lyngsat-logo.com/tvchannel/nz/Shine-TV.html","http://web.archive.org/web/20141219081808/http://www.lyngsat.com/tvchannels/nz/Shine-TV.html","Optus D1","160.0�E","12456 H","DVB-S MPEG-2","22500 3/4","","","E","NZB","Mm 120428","",""
"20150102195325","Pacific","New Zealand","","","","","","","","","","","","","","",""
"20150102195325","Pacific","New Zealand","Te Reo","http://web.archive.org/web/20141219081808/http://www.lyngsat-logo.com/tvchannel/nz/Te-Reo.html","http://web.archive.org/web/20141219081808/http://www.lyngsat.com/tvchannels/nz/Te-Reo.html","Optus D1","160.0�E","12456 H","DVB-S MPEG-2","22500 3/4","","","","NZB","S Ellis 080416","",""
"20150102195325","Pacific","New Zealand","TV 3 Auckland","http://web.archive.org/web/20141219081808/http://www.lyngsat-logo.com/tvchannel/nz/TV-3.html","http://web.archive.org/web/20141219081808/http://www.lyngsat.com/tvchannels/nz/TV-3-Auckland.html","Optus D1, Optus D1","160.0�E, 160.0�E","12358 H, 12456 H","DVB-S2 8PSK MPEG-4 HD, DVB-S MPEG-2","22500 2/3, 22500 3/4","Videoguard, ","Sky New Zealand, ","E, E","NZB, NZB","C Sutton 140519, L Williams 121006","",""
"20150102195325","Pacific","New Zealand","TV 3 Auckland +1","http://web.archive.org/web/20141219081808/http://www.lyngsat-logo.com/tvchannel/nz/TV-3.html","http://web.archive.org/web/20141219081808/http://www.lyngsat.com/tvchannels/nz/TV-3-Auckland--1.html","Optus D1","160.0�E","12456 H","DVB-S MPEG-2","22500 3/4","","","E","NZB","L Williams 121009","",""
"20150102195325","Pacific","New Zealand","TV 3 Christchurch","http://web.archive.org/web/20141219081808/http://www.lyngsat-logo.com/tvchannel/nz/TV-3.html","http://web.archive.org/web/20141219081808/http://www.lyngsat.com/tvchannels/nz/TV-3-Christchurch.html","Optus D1","160.0�E","12456 H","DVB-S MPEG-2","22500 3/4","","","E","NZB","Anonymous 130601","",""
"20150102195325","Pacific","New Zealand","TV 3 Waikato","http://web.archive.org/web/20141219081808/http://www.lyngsat-logo.com/tvchannel/nz/TV-3.html","http://web.archive.org/web/20141219081808/http://www.lyngsat.com/tvchannels/nz/TV-3-Waikato.html","Optus D1","160.0�E","12456 H","DVB-S MPEG-2","22500 3/4","","","E","NZB","Anonymous 130601","",""
"20150102195325","Pacific","New Zealand","TV 3 Wellington","http://web.archive.org/web/20141219081808/http://www.lyngsat-logo.com/tvchannel/nz/TV-3.html","http://web.archive.org/web/20141219081808/http://www.lyngsat.com/tvchannels/nz/TV-3-Wellington.html","Optus D1","160.0�E","12456 H","DVB-S MPEG-2","22500 3/4","","","E","NZB","Anonymous 130601","",""
"20150102195325","Pacific","New Zealand","TVNZ TV 2","http://web.archive.org/web/20141219081808/http://www.lyngsat-logo.com/tvchannel/nz/TVNZ-TV-2.html","http://web.archive.org/web/20141219081808/http://www.lyngsat.com/tvchannels/nz/TVNZ-TV-2.html","Optus D1, Optus D1, Optus D1","160.0�E, 160.0�E, 160.0�E","12358 H, 12483 H, 12671 H","DVB-S2 8PSK MPEG-4 HD, DVB-S MPEG-2, DVB-S MPEG-2","22500 2/3, 22500 3/4, 22500 3/4","Videoguard, , ","Sky New Zealand, , ","E, E, E","NZB, NZB, NZB","C Sutton 140519, S Ellis 071204, G Parker 060511","",""
"20150102195325","Pacific","New Zealand","TVNZ TV 2 +1","http://web.archive.org/web/20141219081808/http://www.lyngsat-logo.com/tvchannel/nz/TVNZ-TV-2--1.html","http://web.archive.org/web/20141219081808/http://www.lyngsat.com/tvchannels/nz/TVNZ-TV-2--1.html","Optus D1","160.0�E","12483 H","DVB-S MPEG-2","22500 3/4","","","E","NZB","Anonymous 140721","",""
"20150102195325","Pacific","New Zealand","TVNZ TV One Auckland","http://web.archive.org/web/20141219081808/http://www.lyngsat-logo.com/tvchannel/nz/TVNZ-TV-One.html","http://web.archive.org/web/20141219081808/http://www.lyngsat.com/tvchannels/nz/TVNZ-TV-One-Auckland.html","Optus D1, Optus D1","160.0�E, 160.0�E","12358 H, 12483 H","DVB-S2 8PSK MPEG-4 HD, DVB-S MPEG-2","22500 2/3, 22500 3/4","Videoguard, ","Sky New Zealand, ","E, E","NZB, NZB","C Sutton 140519, C Waterworth 100211","",""
"20150102195325","Pacific","New Zealand","TVNZ TV One Auckland +1","http://web.archive.org/web/20141219081808/http://www.lyngsat-logo.com/tvchannel/nz/TVNZ-TV-One.html","http://web.archive.org/web/20141219081808/http://www.lyngsat.com/tvchannels/nz/TVNZ-TV-One-Auckland--1.html","Optus D1","160.0�E","12483 H","DVB-S MPEG-2","22500 3/4","","","E","NZB","Anonymous 130421","",""
"20150102195325","Pacific","New Zealand","TVNZ TV One Christchurch","http://web.archive.org/web/20141219081808/http://www.lyngsat-logo.com/tvchannel/nz/TVNZ-TV-One.html","http://web.archive.org/web/20141219081808/http://www.lyngsat.com/tvchannels/nz/TVNZ-TV-One-Christchurch.html","","","","","","","","","","","",""
"20150102195325","Pacific","New Zealand","TVNZ TV One Hamilton","http://web.archive.org/web/20141219081808/http://www.lyngsat-logo.com/tvchannel/nz/TVNZ-TV-One.html","http://web.archive.org/web/20141219081808/http://www.lyngsat.com/tvchannels/nz/TVNZ-TV-One-Hamilton.html","Optus D1","160.0�E","12483 H","DVB-S MPEG-2","22500 3/4","","","E","NZB","C Waterworth 100211","",""
"20150102195325","Pacific","New Zealand","TVNZ TV One Wellington","http://web.archive.org/web/20141219081808/http://www.lyngsat-logo.com/tvchannel/nz/TVNZ-TV-One.html","http://web.archive.org/web/20141219081808/http://www.lyngsat.com/tvchannels/nz/TVNZ-TV-One-Wellington.html","Optus D1","160.0�E","12483 H","DVB-S MPEG-2","22500 3/4","","","E","NZB","C Waterworth 100211","",""
"20150102195325","Pacific","Australia","A-PAC","http://web.archive.org/web/20141217221634/http://www.lyngsat-logo.com/tvchannel/au/A-Pac-TV.html","","","","","","","","","","","","",""
"20150102195325","Pacific","Australia","ABC 1 NSW","http://web.archive.org/web/20141217221634/http://www.lyngsat-logo.com/tvchannel/au/ABC-1.html","http://web.archive.org/web/20141217221634/http://www.lyngsat.com/tvchannels/au/ABC-1-NSW.html","Optus D1, Optus D1, Optus C1, Optus D3","160.0�E, 160.0�E, 156.0�E, 156.0�E","12514 H, 12514 H, 12647 V, 12177 V","DVB-S MPEG-2, DVB-S MPEG-2 HD, DVB-S2 8PSK MPEG-2, DVB-S MPEG-2","14294 7/8, 14294 7/8, 30000 3/5, 27800 3/4","Irdeto 2, Irdeto 2 Videoguard","VAST, Foxtel","E, E, E, E","NB, NB, NA 0, Australia 0","S Harris 090923, S Harris 090923, J Robinson 120530, T Collins 091028","",""
"20150102195325","Pacific","Australia","ABC 1 NT","http://web.archive.org/web/20141217221634/http://www.lyngsat-logo.com/tvchannel/au/ABC-1.html","http://web.archive.org/web/20141217221634/http://www.lyngsat.com/tvchannels/au/ABC-1-NT.html","Optus D1, Optus D1, Optus D3","160.0�E, 160.0�E, 156.0�E","12550 H, 12550 H, 12177 V","DVB-S MPEG-2, DVB-S MPEG-2 HD, DVB-S MPEG-2","14294 7/8, 14294 7/8, 27800 3/4","Irdeto 2 Videoguard","Foxtel","E, E, E","NB, NB, Australia 0","S Harris 090923, S Harris 090923, T Collins 091028","",""
"20150102195325","Pacific","Australia","ABC 1 Queensland","http://web.archive.org/web/20141217221634/http://www.lyngsat-logo.com/tvchannel/au/ABC-1.html","http://web.archive.org/web/20141217221634/http://www.lyngsat.com/tvchannels/au/ABC-1-Queensland.html","Optus D1, Optus D1, Optus D3, Optus D3","160.0�E, 160.0�E, 156.0�E, 156.0�E","12613 H, 12613 H, 11804 V, 12177 V","DVB-S MPEG-2, DVB-S MPEG-2 HD, DVB-S2 8PSK MPEG-4, DVB-S MPEG-2","14294 7/8, 14294 7/8, 30000 3/5, 27800 3/4","Irdeto 2, Irdeto 2 Videoguard","VAST, Foxtel","E, E, E, E","NB, NB, Australia 0, Australia 0","S Harris 090923, S Harris 090923, T Baxter 131229, T Collins 091028","",""
"20150102195325","Pacific","Australia","ABC 1 SA","http://web.archive.org/web/20141217221634/http://www.lyngsat-logo.com/tvchannel/au/ABC-1.html","http://web.archive.org/web/20141217221634/http://www.lyngsat.com/tvchannels/au/ABC-1-SA.html","Optus D1, Optus D1, Optus D3","160.0�E, 160.0�E, 156.0�E","12532 H, 12532 H, 12177 V","DVB-S MPEG-2, DVB-S MPEG-2 HD, DVB-S MPEG-2","14294 7/8, 14294 7/8, 27800 3/4","Irdeto 2 Videoguard","Foxtel","E, E, E","NB, NB, Australia 0","S Harris 090923, S Harris 090923, T Collins 091028","",""
"20150102195325","Pacific","Australia","ABC 1 Victoria","http://web.archive.org/web/20141217221634/http://www.lyngsat-logo.com/tvchannel/au/ABC-1.html","http://web.archive.org/web/20141217221634/http://www.lyngsat.com/tvchannels/au/ABC-1-Victoria.html","Optus D1, Optus D1, Optus C1, Optus D3","160.0�E, 160.0�E, 156.0�E, 156.0�E","12595 H, 12595 H, 12647 V, 12177 V","DVB-S MPEG-2, DVB-S MPEG-2 HD, DVB-S2 8PSK MPEG-2, DVB-S MPEG-2","14294 7/8, 14294 7/8, 30000 3/5, 27800 3/4","Irdeto 2, Irdeto 2 Videoguard","VAST, Foxtel","E, E, E, E","NB, NB, NA 0, Australia 0","S Harris 090923, S Harris 090923, J Robinson 120530, T Collins 091028","",""
"20150102195325","Pacific","Australia","ABC 1 WA","http://web.archive.org/web/20141217221634/http://www.lyngsat-logo.com/tvchannel/au/ABC-1.html","http://web.archive.org/web/20141217221634/http://www.lyngsat.com/tvchannels/au/ABC-1-WA.html","Optus D1, Optus D1, Optus C1, Optus D3","160.0�E, 160.0�E, 156.0�E, 156.0�E","12577 H, 12577 H, 12647 V, 12177 V","DVB-S MPEG-2, DVB-S MPEG-2 HD, DVB-S2 8PSK MPEG-2, DVB-S MPEG-2","14294 7/8, 14294 7/8, 30000 3/5, 27800 3/4","Irdeto 2, Irdeto 2 Videoguard","VAST, Foxtel","E, E, E, E","NB, NB, NA 0, Australia 0","S Harris 090923, S Harris 090923, J Robinson 120530, T Collins 091106","",""
"20150102195325","Pacific","Australia","ABC 2 NSW","http://web.archive.org/web/20141217221634/http://www.lyngsat-logo.com/tvchannel/au/ABC-2.html","http://web.archive.org/web/20141217221634/http://www.lyngsat.com/tvchannels/au/ABC-2-NSW.html","Optus D1, Optus C1","160.0�E, 156.0�E","12514 H, 12647 V","DVB-S MPEG-2, DVB-S2 8PSK MPEG-2","14294 7/8, 30000 3/5","Irdeto 2","VAST","E, E","NB, NA 0","S Harris 090923, J Robinson 120530","",""
"20150102195325","Pacific","Australia","ABC 2 NT","http://web.archive.org/web/20141217221634/http://www.lyngsat-logo.com/tvchannel/au/ABC-2.html","http://web.archive.org/web/20141217221634/http://www.lyngsat.com/tvchannels/au/ABC-2-NT.html","Optus D1","160.0�E","12550 H","DVB-S MPEG-2","14294 7/8","","","E","NB","S Harris 090923","",""
"20150102195325","Pacific","Australia","ABC 2 Queensland","http://web.archive.org/web/20141217221634/http://www.lyngsat-logo.com/tvchannel/au/ABC-2.html","http://web.archive.org/web/20141217221634/http://www.lyngsat.com/tvchannels/au/ABC-2-Queensland.html","","","","","","","","","","","socket hang up",""
"20150102195325","Pacific","Australia","ABC 2 SA","http://web.archive.org/web/20141217221634/http://www.lyngsat-logo.com/tvchannel/au/ABC-2.html","http://web.archive.org/web/20141217221634/http://www.lyngsat.com/tvchannels/au/ABC-2-SA.html","Optus D1","160.0�E","12532 H","DVB-S MPEG-2","14294 7/8","","","E","NB","S Harris 090923","",""
"20150102195325","Pacific","Australia","ABC 2 Victoria","http://web.archive.org/web/20141217221634/http://www.lyngsat-logo.com/tvchannel/au/ABC-2.html","http://web.archive.org/web/20141217221634/http://www.lyngsat.com/tvchannels/au/ABC-2-Victoria.html","Optus D1","160.0�E","12595 H","DVB-S MPEG-2","14294 7/8","","","E","NB","S Harris 090923","",""
"20150102195325","Pacific","Australia","ABC 2 WA","http://web.archive.org/web/20141217221634/http://www.lyngsat-logo.com/tvchannel/au/ABC-2.html","http://web.archive.org/web/20141217221634/http://www.lyngsat.com/tvchannels/au/ABC-2-WA.html","Optus D1, Optus C1","160.0�E, 156.0�E","12577 H, 12647 V","DVB-S MPEG-2, DVB-S2 8PSK MPEG-2","14294 7/8, 30000 3/5","Irdeto 2","VAST","E, E","NB, NA 0","S Harris 090923, J Robinson 120530","",""
"20150102195325","Pacific","Australia","Angel TV Australia","http://web.archive.org/web/20141217221634/http://www.lyngsat-logo.com/tvchannel/us/Angel-TV.html","http://web.archive.org/web/20141217221634/http://www.lyngsat.com/tvchannels/in/Angel-TV-Australia.html","Optus D2","152.0�E","12608 H","DVB-S MPEG-2","22500 3/4","","","Ta","NANZ 0","Anonymous 130222","",""
"20150102195325","Pacific","Australia","","","","","","","","","","","","","","",""
"20150102195325","Pacific","Australia","Australia Plus TV Asia","http://web.archive.org/web/20141217221634/http://www.lyngsat-logo.com/tvchannel/au/Australia-Plus-TV.html","http://web.archive.org/web/20141217221634/http://www.lyngsat.com/tvchannels/au/Australia-Plus-TV-Asia.html","Telstar 18, Vinasat 1, Vinasat 2, JCSAT 4B, AsiaSat 4, Palapa D, Koreasat 5, SES 7, SES 7, Telkom 1, Measat 3, Intelsat 20","138.0�E, 132.0�E, 131.8�E, 124.0�E, 122.2�E, 113.0�E, 113.0�E, 108.2�E, 108.2�E, 108.0�E, 91.5�E, 68.5�E","12629 H, 11589 H, 11167 V, 12570 H, 11958 R, 3460 H, 12470 V, 2625 H, 11598 H, 3580 H, 11682 V, 4064 H","DVB-S2 8PSK MPEG-4, DVB-S MPEG-2, DVB-S2 8PSK MPEG-4, DVB-S2 8PSK MPEG-4, DVB-S2 8PSK Turbo MPEG-4, DVB-S2 QPSK MPEG-2, DVB-S MPEG-2, DVB-S MPEG-2, DVB-S2 8PSK MPEG-4, DVB-S2 8PSK MPEG-4, DVB-S MPEG-2, DVB-S MPEG-2","43200 3/4, 28800 3/4, 30000 3/4, 30000 5/6, 27500 2/3, 29900 3/4, 25600 5/6, 22500 7/8, 20000 2/3, 30000 3/4, 30000 7/8, 19850 7/8","Nagravision Viaccess, Irdeto 2, Irdeto 3 Nagravision, Nagravision 3, Neotion SHL, Conax Nagravision 3, Videoguard, Videoguard, Irdeto 2, Mediaguard 2 Videoguard, ","K+, CTH, Big TV, Dish HD, Garuda TV, Dream Satellite TV, Indovision, Cignal, Transvision, Astro, ","E, E, E, E, E, E, E, E, E, E, E, E","Asia 0, Ku 0, Ku, Southeast Asia, BSS, Asean Extended, NE Asia 0, Indonesia 0, NE Asia, Indonesia, Malaysia 0, Landmass H","DL Rose TV 141114, R Aigner 100422, DL Rose TV 140420, Depolis 131216, E Diestro 120605, Albert I 140915, N Kawano T Kameda 130610, Aus 100514, E Diestro 130308, R Wikan 111229, Anonymous 131031, DL Rose TV 141031","",""
"20150102195325","Pacific","Australia","","","","","","","","","","","","","","",""
"20150102195325","Pacific","Australia","Australia Plus TV India","http://web.archive.org/web/20141217221634/http://www.lyngsat-logo.com/tvchannel/au/Australia-Plus-TV.html","http://web.archive.org/web/20141217221634/http://www.lyngsat.com/tvchannels/au/Australia-Plus-TV-India.html","Insat 4B, Intelsat 12","93.5�E, 45.0�E","11490 V, 11673 V","DVB-S MPEG-2, DVB-S MPEG-2","27500 3/4, 27689 5/6","Irdeto 2","Dialog TV","E, E","India 0, India 0","Swapan Das 140822, I Perera 090811","",""
"20150102195325","Pacific","Australia","Australia Plus TV Pacific","http://web.archive.org/web/20141217221634/http://www.lyngsat-logo.com/tvchannel/my/Australia-Plus-TV-Pacific.html","http://web.archive.org/web/20141217221634/http://www.lyngsat.com/tvchannels/au/Australia-Plus-TV-Pacific.html","Intelsat 18, Intelsat 19","180.0�E, 166.0�E","4070 R, 3920 V","DVB-S2 QPSK MPEG-4, DVB-S2 QPSK MPEG-4","3443 3/4, 28800 1/2","Nagravision 2","Sky Pacific","E, E","Global, West hemi","S Jepson R Spurlock 141201, T Kameda 130530","",""
"20150102195325","Pacific","Australia","Australian Christian Channel","http://web.archive.org/web/20141217221634/http://www.lyngsat-logo.com/tvchannel/au/Australian-Christian-Channel.html","","","","","","","","","","","","",""
"20150102195325","Pacific","Australia","BPM TV","","","","","","","","","","","","","",""
"20150102195325","Pacific","Australia","Channel Nine","http://web.archive.org/web/20141217221634/http://www.lyngsat-logo.com/tvchannel/au/Channel-Nine.html","http://web.archive.org/web/20141217221634/http://www.lyngsat.com/tvchannels/au/Channel-Nine.html","Optus D1","160.0�E","12381 V","DVB-S2 QPSK MPEG-4 HD","3750 2/3","","","E","NANZ","Anonymous 140204","",""
"20150102195325","Pacific","Australia","Expo Channel","http://web.archive.org/web/20141217221634/http://www.lyngsat-logo.com/tvchannel/au/Expo-Channel.html","","","","","","","","","","","","",""
"20150102195325","Pacific","Australia","Foxtel Digital Help","http://web.archive.org/web/20141217221634/http://www.lyngsat-logo.com/tvchannel/au/Foxtel-Digital-Help.html","http://web.archive.org/web/20141217221634/http://www.lyngsat.com/tvchannels/au/Foxtel-Digital-Help.html","Optus C1, Optus C1","156.0�E, 156.0�E","12438 H, 12478 H","DVB-S MPEG-2, DVB-S MPEG-2","27800 3/4, 27800 3/4","Irdeto 2 Videoguard","Foxtel","E, E","NB 0, NB 0","Mauryb 091008, M Bowden 130218","",""
"20150102195325","Pacific","Australia","God TV Australia","http://web.archive.org/web/20141217221634/http://www.lyngsat-logo.com/tvchannel/uk/God-TV.html","http://web.archive.org/web/20141217221634/http://www.lyngsat.com/tvchannels/uk/God-TV-Australia.html","Optus D2","152.0�E","12519 V","DVB-S MPEG-2","22500 3/4","","","E","NANZ 0","T Thornton 120731","",""
"20150102195325","Pacific","Australia","","","","","","","","","","","","","","",""
"20150102195325","Pacific","Australia","IIPC TV","","","","","","","","","","","","","",""
"20150102195325","Pacific","Australia","IIPC TV Urdu","","","","","","","","","","","","","",""
"20150102195325","Pacific","Australia","In TV Australia","http://web.archive.org/web/20141217221634/http://www.lyngsat-logo.com/tv/i_1.html","","","","","","","","","","","","",""
"20150102195325","Pacific","Australia","Mis TV","http://web.archive.org/web/20141217221634/http://www.lyngsat-logo.com/tv/m_1.html","http://web.archive.org/web/20141217221634/http://www.lyngsat.com/tvchannels/au/Mis-TV.html","Intelsat 19","166.0�E","12526 H","DVB-S2 8PSK MPEG-4","30000 3/4","","","Se","Australia & New Zealand","Anonymous 140215","",""
"20150102195325","Pacific","Australia","My Nepal TV","http://web.archive.org/web/20141217221634/http://www.lyngsat-logo.com/tvchannel/au/My-Nepal-TV.html","","","","","","","","","","","","",""
"20150102195325","Pacific","Australia","Psychic TV","","","","","","","","","","","","","",""
"20150102195325","Pacific","Australia","SBS 2 Adelaide","http://web.archive.org/web/20141217221634/http://www.lyngsat-logo.com/tvchannel/au/SBS-2.html","http://web.archive.org/web/20141217221634/http://www.lyngsat.com/tvchannels/au/SBS-2-Adelaide.html","","","","","","","","","","","",""
"20150102195325","Pacific","Australia","SBS 2 Brisbane","http://web.archive.org/web/20141217221634/http://www.lyngsat-logo.com/tvchannel/au/SBS-2.html","http://web.archive.org/web/20141217221634/http://www.lyngsat.com/tvchannels/au/SBS-2-Brisbane.html","Optus D1, Optus D3","160.0�E, 156.0�E","12469 H, 11886 V","DVB-S MPEG-2, DVB-S2 8PSK MPEG-2","12600 5/6, 30000 3/5","Irdeto 2","VAST","","NB, Australia 0","S Harris 090923, T Baxter 130223","",""
"20150102195325","Pacific","Australia","SBS 2 Perth","http://web.archive.org/web/20141217221634/http://www.lyngsat-logo.com/tvchannel/au/SBS-2.html","http://web.archive.org/web/20141217221634/http://www.lyngsat.com/tvchannels/au/SBS-2-Perth.html","Optus D1, Optus C1","160.0�E, 156.0�E","12407 H, 12567 V","DVB-S MPEG-2, DVB-S2 8PSK MPEG-2","12600 5/6, 30000 3/5","Irdeto 2","VAST","","NB, NA 0","S Harris 090923, J Robinson 120620","",""
"20150102195325","Pacific","Australia","SBS 2 South East","http://web.archive.org/web/20141217221634/http://www.lyngsat-logo.com/tvchannel/au/SBS-2.html","http://web.archive.org/web/20141217221634/http://www.lyngsat.com/tvchannels/au/SBS-2-South-East.html","Optus D1, Optus D1, Optus D1, Optus C1, Optus D3","160.0�E, 160.0�E, 160.0�E, 156.0�E, 156.0�E","12391 H, 12451 H, 12658 H, 12567 V, 12136 V","DVB-S MPEG-2, DVB-S MPEG-2, DVB-S MPEG-2, DVB-S2 8PSK MPEG-2, DVB-S MPEG-2","12600 5/6, 12600 5/6, 12600 5/6, 30000 3/5, 27800 3/4","Irdeto 2, Irdeto 2 Videoguard","VAST, Foxtel","","NB, NB, NB, NA 0, Australia 0","S Harris 090923, S Harris 090923, S Harris 090923, Windy 2 101019, J Robinson 100602","",""
"20150102195325","Pacific","Australia","SBS HD Adelaide","http://web.archive.org/web/20141217221634/http://www.lyngsat-logo.com/tv/s_1.html","http://web.archive.org/web/20141217221634/http://www.lyngsat.com/tvchannels/au/SBS-HD-Adelaide.html","Optus D1","160.0�E","12487 H","DVB-S MPEG-2 HD","12600 5/6","","","","NB","S Harris 090923","",""
"20150102195325","Pacific","Australia","SBS HD Brisbane","http://web.archive.org/web/20141217221634/http://www.lyngsat-logo.com/tv/s_1.html","http://web.archive.org/web/20141217221634/http://www.lyngsat.com/tvchannels/au/SBS-HD-Brisbane.html","Optus D1, Optus D3","160.0�E, 156.0�E","12469 H, 11886 V","DVB-S MPEG-2 HD, DVB-S2 8PSK MPEG-4 HD","12600 5/6, 30000 3/5","Irdeto 2","VAST","","NB, Australia 0","S Harris 090923, T Baxter 130223","",""
"20150102195325","Pacific","Australia","SBS HD Perth","http://web.archive.org/web/20141217221634/http://www.lyngsat-logo.com/tv/s_1.html","http://web.archive.org/web/20141217221634/http://www.lyngsat.com/tvchannels/au/SBS-HD-Perth.html","","","","","","","","","","","timeout of 10000ms exceeded",""
